GRIDCODE	PARAM	VALUE	n	QE	Unit	Months	Mean	Resp	DepthLimit	PoorBad	ModPoor	GoodMod	HiGood	EutRatio	EutClass	EutClass1
20kmE624N240	DO_mg	6.985	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.572655690765927	2	2
20kmE624N240	NO23N_ug	5.2306367807824	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.52306367807824	2	2
20kmE624N240	Secchi_m	10	13	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.9	2	2
20kmE624N240	TP_ug	8.20073437166085	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	1.17153348166584	3	3
20kmE626N176	DO_mg	6.39	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.625978090766823	2	2
20kmE626N176	Secchi_m	20	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.45	1	1
20kmE626N240	DO_mg	8.925	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.448179271708683	1	1
20kmE626N240	NO23N_ug	14.5922697711954	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	1.45922697711954	3	3
20kmE626N240	Secchi_m	10.4285714285714	7	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.863013698630137	2	2
20kmE626N240	TP_ug	9.26976408733167	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	1.32425201247595	3	3
20kmE628N176	DO_mg	6.23	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.642054574638844	2	2
20kmE628N176	Secchi_m	18	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.5	1	1
20kmE632N174	DO_mg	7.62	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.5249343832021	2	2
20kmE632N174	Secchi_m	21	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.428571428571429	1	1
20kmE632N244	DO_mg	9.16	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.436681222707424	1	1
20kmE632N244	Secchi_m	12.6428571428571	7	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.711864406779661	2	2
20kmE634N244	DO_mg	6.145	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.65093572009764	2	2
20kmE634N244	NO23N_ug	7.78380869637941	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.778380869637941	2	2
20kmE634N244	Secchi_m	10.75	12	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.837209302325581	2	2
20kmE634N244	TP_ug	7.9798545664207	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	1.13997922377439	3	3
20kmE636N174	DO_mg	7.25	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.551724137931034	2	2
20kmE636N174	Secchi_m	22	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.409090909090909	1	1
20kmE636N244	DO_mg	4.07	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.982800982800983	2	2
20kmE636N244	NO23N_ug	4.5614003433263	6	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.45614003433263	1	1
20kmE636N244	Secchi_m	9.3	15	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.967741935483871	2	2
20kmE636N244	TP_ug	6.83231849844591	6	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.976045499777987	2	2
20kmE638N176	DO_mg	7.01	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.570613409415121	2	2
20kmE638N176	Secchi_m	19	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.473684210526316	1	1
20kmE640N176	DO_mg	7.16	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.558659217877095	2	2
20kmE640N176	Secchi_m	17	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.529411764705882	1	2
20kmE642N176	DO_mg	6.49	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.61633281972265	2	2
20kmE642N176	Secchi_m	13	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.692307692307692	2	2
20kmE642N244	DO_mg	6.03	3	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.66334991708126	2	2
20kmE642N244	NO23N_ug	5.31625576611695	6	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.531625576611696	2	2
20kmE642N244	Secchi_m	9.796875	16	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.91866028708134	2	2
20kmE642N244	TP_ug	4.90187964437781	6	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.700268520625402	1	2
20kmE644N178	DO_mg	6.575	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.608365019011407	2	2
20kmE644N178	Secchi_m	10	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.9	2	2
20kmE644N180	DO_mg	5.84	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.684931506849315	2	2
20kmE644N180	Secchi_m	11	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.818181818181818	2	2
20kmE644N244	NO23N_ug	13.363008432942	2	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	1.3363008432942	3	3
20kmE644N244	Secchi_m	11	6	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.818181818181818	2	2
20kmE644N244	TP_ug	7.71862171660635	2	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	1.10266024522948	3	3
20kmE646N180	DO_mg	6.16	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.649350649350649	2	2
20kmE646N180	Secchi_m	1.5	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	6	5	5
20kmE646N182	DO_mg	6.39	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.625978090766823	2	2
20kmE646N182	Secchi_m	29	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.310344827586207	1	1
20kmE646N184	DO_mg	7.1	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.563380281690141	2	2
20kmE646N184	Secchi_m	16.75	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.537313432835821	1	2
20kmE648N186	DO_mg	6.565	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.609291698400609	2	2
20kmE648N186	Secchi_m	10.8333333333333	3	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.830769230769231	2	2
20kmE648N240	DO_mg	8.4	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.476190476190476	1	1
20kmE648N240	NO23N_ug	5.27373903014553	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.527373903014553	2	2
20kmE648N240	Secchi_m	13.9545454545455	11	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.644951140065147	2	2
20kmE648N240	TP_ug	4.17467279645358	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.596381828064798	1	2
20kmE648N242	DO_mg	4.29	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.932400932400932	2	2
20kmE648N242	NO23N_ug	9.67010095026569	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.967010095026569	2	2
20kmE648N242	Secchi_m	12.3125	16	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.730964467005076	2	2
20kmE648N242	TP_ug	8.2231716110649	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	1.1747388015807	3	3
20kmE650N186	DO_mg	6.68	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.598802395209581	2	2
20kmE650N186	Secchi_m	19	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.473684210526316	1	1
20kmE650N242	DO_mg	6.6875	4	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.598130841121495	2	2
20kmE650N242	NO23N_ug	16.9365155003145	12	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	1.69365155003145	3	3
20kmE650N242	Secchi_m	7.09210526315789	19	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.26901669758813	3	3
20kmE650N242	TP_ug	26.3593343013749	12	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	3.76561918591071	5	4
20kmE652N186	DO_mg	6.15	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.650406504065041	2	2
20kmE652N186	Secchi_m	3.75	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	2.4	4	4
20kmE656N186	DO_mg	6.3	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.634920634920635	2	2
20kmE656N186	Secchi_m	20	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.45	1	1
20kmE658N186	DO_mg	6.86	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.583090379008746	2	2
20kmE658N186	Secchi_m	7.5	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.2	3	3
20kmE658N188	DO_mg	6.57	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.60882800608828	2	2
20kmE658N188	Secchi_m	6.5	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.38461538461538	3	3
20kmE658N190	Secchi_m	7	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.28571428571429	3	3
20kmE658N240	DO_mg	0.605	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	6.61157024793388	5	5
20kmE658N240	NO23N_ug	5.9003627995758	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.59003627995758	2	2
20kmE658N240	Secchi_m	8.75	16	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.02857142857143	3	3
20kmE658N240	TP_ug	5.19902290266013	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.742717557522876	2	2
20kmE660N186	DO_mg	6.17	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.648298217179903	2	2
20kmE660N186	Secchi_m	10	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.9	2	2
20kmE660N188	DO_mg	6.17	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.648298217179903	2	2
20kmE660N188	Secchi_m	8	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.125	3	3
20kmE660N190	DO_mg	6.09	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.656814449917898	2	2
20kmE660N190	Secchi_m	14	1	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.642857142857143	1	2
20kmE660N192	DO_mg	6.58	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.60790273556231	2	2
20kmE660N192	Secchi_m	6.25	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.44	3	3
20kmE662N182	DO_mg	6.59	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.606980273141123	2	2
20kmE662N182	Secchi_m	18	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.5	1	1
20kmE662N190	DO_mg	5.97	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.670016750418761	2	2
20kmE662N190	Secchi_m	7.5	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.2	3	3
20kmE662N242	DO_mg	9.28	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.431034482758621	1	1
20kmE662N242	NO23N_ug	5.86778763063175	2	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.586778763063175	2	2
20kmE662N242	Secchi_m	9	5	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1	2	2
20kmE662N242	TP_ug	3.71685144	2	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.530978777142857	1	2
20kmE666N240	NO23N_ug	2.4581658736977	2	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.24581658736977	1	1
20kmE666N240	Secchi_m	9	2	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1	2	2
20kmE666N240	TP_ug	3.9786517672622	2	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.5683788238946	1	2
20kmE666N242	DO_mg	7.3725	4	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.542556798914886	2	2
20kmE666N242	NO23N_ug	2.41974508507798	8	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.241974508507798	1	1
20kmE666N242	Secchi_m	11.2613636363636	22	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	0.799192734611504	2	2
20kmE666N242	TP_ug	3.29904769040361	8	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.471292527200516	1	1
20kmE674N246	DO_mg	7.94	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.503778337531486	2	2
20kmE674N246	NO23N_ug	4.42923657964792	4	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.442923657964792	1	1
20kmE674N246	Secchi_m	7.25	6	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.24137931034483	3	3
20kmE674N246	TP_ug	3.58856322787203	4	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.512651889696005	1	2
20kmE674N248	DO_mg	5.03	3	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.795228628230616	2	2
20kmE674N248	NO23N_ug	2.79977541678152	8	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.279977541678152	1	1
20kmE674N248	Secchi_m	8.9375	20	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.00699300699301	3	3
20kmE674N248	TP_ug	3.0374740343032	8	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.433924862043314	1	1
20kmE678N248	NO23N_ug	4.21648554247636	3	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.421648554247636	1	1
20kmE678N248	Secchi_m	7.66666666666667	9	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.17391304347826	3	3
20kmE678N248	TP_ug	3.17786327988532	3	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.453980468555046	1	1
20kmE680N250	DO_mg	8.59	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.465657741559953	1	1
20kmE680N250	NO23N_ug	0.840402	1	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.0840402	1	1
20kmE680N250	Secchi_m	8	6	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.125	3	3
20kmE680N250	TP_ug	3.24855556467164	2	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.464079366381663	1	1
20kmE682N252	DO_mg	8.81	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.454029511918275	1	1
20kmE682N252	NO23N_ug	5.85607379792741	2	1	µg/L	12,1,2	geometric	+	10	40	20	10	5	0.585607379792741	2	2
20kmE682N252	Secchi_m	4.5	4	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	2	4	3
20kmE682N252	TP_ug	4.17858894488009	2	1	µg/L	12,1,2	geometric	+	10	16	11	7	5	0.596941277840013	1	2
20kmE684N252	Chla_ug	0	2	2	µg/L	3,4,5	geometric	+	10	4	2	1	0.5	0	1	1
20kmE684N252	DO_mg	7.39	1	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.54127198917456	2	2
20kmE684N252	Secchi_m	5.95	6	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.51260504201681	3	3
20kmE686N258	Chla_ug	0	4	2	µg/L	3,4,5	geometric	+	10	4	2	1	0.5	0	1	1
20kmE686N258	DO_mg	8.385	2	3	mg/l	5,6,7,8,9,10	arithmetic	-	9999	1	2	4	8	0.477042337507454	1	1
20kmE686N258	Secchi_m	5.95789473684211	19	3	m	3,4,5,6,7,8	arithmetic	-	9999	3	5	9	14	1.51060070671378	3	3
