TYPOLOGY	GRIDCODE	PARAM	VALUE	n	CountryCode	QE	Unit	Mean	Resp	GoodMod	EutRatio	EutClass
Type III-W Adriatic	20kmE492N200	chl_a_ug	0.309980838933543	27		2	µg/L	geo_mean	+	0.64	0.48434506083366	1
Type III-W Adriatic	20kmE492N202	chl_a_ug	0.35693046913912	36		2	µg/L	geo_mean	+	0.64	0.557703858029875	2
Type III-W Adriatic	20kmE494N194	chl_a_ug	0.156880303999592	32		2	µg/L	geo_mean	+	0.64	0.245125474999363	1
Type III-W Adriatic	20kmE494N200	chl_a_ug	0.210327296524105	42		2	µg/L	geo_mean	+	0.64	0.328636400818913	1
Type III-W Adriatic	20kmE496N194	chl_a_ug	0.177955255048044	33		2	µg/L	geo_mean	+	0.64	0.278055086012569	1
Type III-W Adriatic	20kmE496N198	chl_a_ug	0.166193693002151	40		2	µg/L	geo_mean	+	0.64	0.259677645315862	1
Type III-W Adriatic	20kmE498N194	chl_a_ug	0.152590190435751	14		2	µg/L	geo_mean	+	0.64	0.238422172555861	1
Type III-W Adriatic	20kmE498N198	chl_a_ug	0.155775690273024	96		2	µg/L	geo_mean	+	0.64	0.2433995160516	1
Type III-W Adriatic	20kmE500N190	chl_a_ug	0.13569097229253	18		2	µg/L	geo_mean	+	0.64	0.212017144207078	1
Type III-W Adriatic	20kmE500N192	chl_a_ug	0.117203077992146	12		2	µg/L	geo_mean	+	0.64	0.183129809362728	1
Type III-W Adriatic	20kmE500N196	chl_a_ug	0.205350755660134	48		2	µg/L	geo_mean	+	0.64	0.320860555718959	1
Type III-W Adriatic	20kmE500N198	chl_a_ug	0.124551982541295	13		2	µg/L	geo_mean	+	0.64	0.194612472720774	1
Type III-W Adriatic	20kmE502N188	chl_a_ug	0.147153738976855	19		2	µg/L	geo_mean	+	0.64	0.229927717151336	1
Type III-W Adriatic	20kmE502N194	chl_a_ug	0.178496580070019	41		2	µg/L	geo_mean	+	0.64	0.278900906359404	1
Type III-W Adriatic	20kmE502N196	chl_a_ug	0.232029294608401	34		2	µg/L	geo_mean	+	0.64	0.362545772825627	1
Type III-W Adriatic	20kmE504N190	chl_a_ug	0.0965462740708571	14		2	µg/L	geo_mean	+	0.64	0.150853553235714	1
Type III-W Adriatic	20kmE504N194	chl_a_ug	0.194789407957816	37		2	µg/L	geo_mean	+	0.64	0.304358449934088	1
Type III-W Tyrrhenian	20kmE420N216	chl_a_ug	0.215719908115538	375		2	µg/L	geo_mean	+	0.48	0.449416475240704	1
Type III-W Tyrrhenian	20kmE422N202	chl_a_ug	0.0815661426559305	72		2	µg/L	geo_mean	+	0.48	0.169929463866522	1
Type III-W Tyrrhenian	20kmE424N202	chl_a_ug	0.0822102622433256	78		2	µg/L	geo_mean	+	0.48	0.171271379673595	1
Type III-W Tyrrhenian	20kmE426N216	chl_a_ug	0.0976259876532053	128		2	µg/L	geo_mean	+	0.48	0.203387474277511	1
Type III-W Tyrrhenian	20kmE426N220	chl_a_ug	0.0916897820407239	72		2	µg/L	geo_mean	+	0.48	0.191020379251508	1
Type III-W Tyrrhenian	20kmE430N220	chl_a_ug	0.131607401295249	4		2	µg/L	geo_mean	+	0.48	0.274182086031769	1
Type III-W Tyrrhenian	20kmE434N212	chl_a_ug	0.0757858283255199	5		2	µg/L	geo_mean	+	0.48	0.157887142344833	1
Type III-W Tyrrhenian	20kmE434N218	chl_a_ug	0.1	1		2	µg/L	geo_mean	+	0.48	0.208333333333333	1
Type III-W Tyrrhenian	20kmE446N210	chl_a_ug	0.17	1		2	µg/L	geo_mean	+	0.48	0.354166666666667	1
Type III-W Tyrrhenian	20kmE450N206	chl_a_ug	1.4589554069136	12		2	µg/L	geo_mean	+	0.48	3.03949043107	4
Type III-W Tyrrhenian	20kmE452N204	chl_a_ug	1.07042369597374	9		2	µg/L	geo_mean	+	0.48	2.23004936661197	4
Type III-W Tyrrhenian	20kmE452N206	chl_a_ug	1.4422205101856	2		2	µg/L	geo_mean	+	0.48	3.00462606288666	4
Type III-W Tyrrhenian	20kmE454N138	chl_a_ug	0.04	2		2	µg/L	geo_mean	+	0.48	0.0833333333333334	1
Type III-W Tyrrhenian	20kmE456N138	chl_a_ug	0.05	2		2	µg/L	geo_mean	+	0.48	0.104166666666667	1
Type III-W Tyrrhenian	20kmE456N160	chl_a_ug	0.0441028525683396	6		2	µg/L	geo_mean	+	0.48	0.0918809428507074	1
Type III-W Tyrrhenian	20kmE456N198	chl_a_ug	0.09	1		2	µg/L	geo_mean	+	0.48	0.1875	1
Type III-W Tyrrhenian	20kmE456N202	chl_a_ug	0.425047569867397	4		2	µg/L	geo_mean	+	0.48	0.885515770557076	2
Type III-W Tyrrhenian	20kmE458N160	chl_a_ug	0.110913016948079	6		2	µg/L	geo_mean	+	0.48	0.231068785308498	1
Type III-W Tyrrhenian	20kmE458N198	chl_a_ug	0.08	2		2	µg/L	geo_mean	+	0.48	0.166666666666667	1
Type III-W Tyrrhenian	20kmE460N158	chl_a_ug	0.131609211710183	9		2	µg/L	geo_mean	+	0.48	0.274185857729549	1
Type III-W Tyrrhenian	20kmE460N160	chl_a_ug	0.19518669905733	9		2	µg/L	geo_mean	+	0.48	0.406638956369437	1
Type III-W Tyrrhenian	20kmE462N158	chl_a_ug	0.0739757261200865	18		2	µg/L	geo_mean	+	0.48	0.154116096083514	1
Type III-W Tyrrhenian	20kmE464N156	chl_a_ug	0.201283553280044	27		2	µg/L	geo_mean	+	0.48	0.419340736000092	1
Type III-W Tyrrhenian	20kmE464N158	chl_a_ug	0.125477137211328	9		2	µg/L	geo_mean	+	0.48	0.261410702523601	1
Type III-W Tyrrhenian	20kmE466N156	chl_a_ug	0.255523965065273	21		2	µg/L	geo_mean	+	0.48	0.532341593885986	2
Type III-W Tyrrhenian	20kmE468N156	chl_a_ug	0.39419249038354	36		2	µg/L	geo_mean	+	0.48	0.821234354965708	2
Type III-W Tyrrhenian	20kmE470N154	chl_a_ug	0.326217758205929	45		2	µg/L	geo_mean	+	0.48	0.679620329595686	2
Type III-W Tyrrhenian	20kmE470N156	chl_a_ug	0.64168120151245	12		2	µg/L	geo_mean	+	0.48	1.33683583648427	3
Type III-W Tyrrhenian	20kmE472N152	chl_a_ug	0.250920941877193	36		2	µg/L	geo_mean	+	0.48	0.522751962244153	2
Type III-W Tyrrhenian	20kmE474N152	chl_a_ug	0.261073719423186	33		2	µg/L	geo_mean	+	0.48	0.543903582131638	2
Type III-W Tyrrhenian	20kmE476N152	chl_a_ug	0.274729413470834	27		2	µg/L	geo_mean	+	0.48	0.572352944730905	2
Type III-W Tyrrhenian	20kmE478N152	chl_a_ug	0.405232866378474	6		2	µg/L	geo_mean	+	0.48	0.844235138288488	2
BG	100kmE58N23	DO_mg	8.038418548		BG	3	mg/l	ar_mean	-	4	0.497610316769985	1
BG	20kmE576N232	DO_mg	7.115893144		BG	3	mg/l	ar_mean	-	4	0.562121987929615	2
BG	20kmE576N234	DO_mg	6.401679928		BG	3	mg/l	ar_mean	-	4	0.624835987582664	2
BG	20kmE576N240	DO_mg	6.558794036		BG	3	mg/l	ar_mean	-	4	0.609868213278957	2
BG	20kmE578N228	DO_mg	5.701226196		BG	3	mg/l	ar_mean	-	4	0.701603455552494	2
BG	20kmE580N244	DO_mg	5.844260832		BG	3	mg/l	ar_mean	-	4	0.684432148903788	2
BG	20kmE580N246	DO_mg	7.230448848		BG	3	mg/l	ar_mean	-	4	0.553216001397539	2
Type III-E	20kmE642N160	DO_mg	0.19839256		CY	3	mg/l	ar_mean	-	4	20.1620463993206	5
Type III-E	20kmE644N160	DO_mg	0.19839256		CY	3	mg/l	ar_mean	-	4	20.1620463993206	5
Type III-E	20kmE644N162	DO_mg	0.19839256		CY	3	mg/l	ar_mean	-	4	20.1620463993206	5
Type III-E	20kmE650N166	DO_mg	0.22719148		CY	3	mg/l	ar_mean	-	4	17.6062940388434	5
Type II-A Adriatic	20kmE458N244	DO_mg	4.099366268		HR	3	mg/l	ar_mean	-	4	0.975760578220184	2
Type II-A Adriatic	20kmE458N248	DO_mg	4.969733628		HR	3	mg/l	ar_mean	-	4	0.804872111749326	2
Type II-A Adriatic	20kmE460N244	DO_mg	5.432756264		HR	3	mg/l	ar_mean	-	4	0.736274518057415	2
Type II-A Adriatic	20kmE464N240	DO_mg	6.723907844		HR	3	mg/l	ar_mean	-	4	0.594892150934126	2
Type I	20kmE466N246	DO_mg	7.08133444		HR	3	mg/l	ar_mean	-	4	0.56486528547577	2
Type II-A Adriatic	20kmE466N246	DO_mg	5.61738934		HR	3	mg/l	ar_mean	-	4	0.712074552411209	2
Type II-A Adriatic	20kmE468N246	DO_mg	7.261167696		HR	3	mg/l	ar_mean	-	4	0.550875584680891	2
Type II-A Adriatic	20kmE472N234	DO_mg	6.46855742		HR	3	mg/l	ar_mean	-	4	0.618375897481018	2
Type II-A Adriatic	20kmE472N238	DO_mg	6.7837456		HR	3	mg/l	ar_mean	-	4	0.589644753187679	2
Type II-A Adriatic	20kmE474N234	DO_mg	6.896701364		HR	3	mg/l	ar_mean	-	4	0.579987415560654	2
Type II-A Adriatic	20kmE478N228	DO_mg	0.166713748		HR	3	mg/l	ar_mean	-	4	23.9932222026464	5
Type I	20kmE478N230	DO_mg	4.891336568		HR	3	mg/l	ar_mean	-	4	0.817772390918408	2
Type II-A Adriatic	20kmE482N222	DO_mg	7.519718		HR	3	mg/l	ar_mean	-	4	0.531934841173565	2
Type II-A Adriatic	20kmE482N226	DO_mg	6.111450812		HR	3	mg/l	ar_mean	-	4	0.654509072075961	2
Type II-A Adriatic	20kmE482N228	DO_mg	6.28296438		HR	3	mg/l	ar_mean	-	4	0.636642157758023	2
Type II-A Adriatic	20kmE484N228	DO_mg	6.28296438		HR	3	mg/l	ar_mean	-	4	0.636642157758023	2
Type II-A Adriatic	20kmE486N228	DO_mg	7.739229768		HR	3	mg/l	ar_mean	-	4	0.516847298750467	2
Type I	20kmE492N224	DO_mg	6.414799436		HR	3	mg/l	ar_mean	-	4	0.623558076898228	2
Type II-A Adriatic	20kmE494N222	DO_mg	7.0717348		HR	3	mg/l	ar_mean	-	4	0.565632070931167	2
Type II-A Adriatic	20kmE496N220	DO_mg	7.0077372		HR	3	mg/l	ar_mean	-	4	0.570797660620036	2
Type II-A Adriatic	20kmE498N220	DO_mg	6.762626392		HR	3	mg/l	ar_mean	-	4	0.591486172403652	2
Type I	20kmE450N236	DO_mg	1.119958		IT	3	mg/l	ar_mean	-	4	3.57156250502251	4
Type I	20kmE450N238	DO_mg	1.830011372		IT	3	mg/l	ar_mean	-	4	2.18577876684364	4
Type I	20kmE452N232	DO_mg	3.380033244		IT	3	mg/l	ar_mean	-	4	1.18342031312873	3
Type III-W Tyrrhenian	20kmE454N138	DO_mg	6.0157744		IT	3	mg/l	ar_mean	-	4	0.664918551466957	2
Type I	20kmE454N232	DO_mg	2.149999372		IT	3	mg/l	ar_mean	-	4	1.86046565970811	3
Type III-W Tyrrhenian	20kmE456N160	DO_mg	6.879742		IT	3	mg/l	ar_mean	-	4	0.581417151980409	2
Type III-W Tyrrhenian	20kmE458N160	DO_mg	7.6157144		IT	3	mg/l	ar_mean	-	4	0.525229780150369	2
Type III-W Tyrrhenian	20kmE460N158	DO_mg	7.1357324		IT	3	mg/l	ar_mean	-	4	0.560559137559587	2
Type III-W Tyrrhenian	20kmE460N160	DO_mg	7.0717348		IT	3	mg/l	ar_mean	-	4	0.565632070931167	2
Type III-W Tyrrhenian	20kmE462N158	DO_mg	7.2637276		IT	3	mg/l	ar_mean	-	4	0.550681443505673	2
Type III-W Tyrrhenian	20kmE464N156	DO_mg	6.39976		IT	3	mg/l	ar_mean	-	4	0.625023438378939	2
Type III-W Tyrrhenian	20kmE464N158	DO_mg	7.2637276		IT	3	mg/l	ar_mean	-	4	0.550681443505673	2
Type III-W Tyrrhenian	20kmE466N156	DO_mg	6.4637576		IT	3	mg/l	ar_mean	-	4	0.6188350875039	2
Type III-W Tyrrhenian	20kmE470N154	DO_mg	6.5277552		IT	3	mg/l	ar_mean	-	4	0.612768076842097	2
Type III-W Tyrrhenian	20kmE472N152	DO_mg	5.7277852		IT	3	mg/l	ar_mean	-	4	0.698350210479262	2
Type III-W Tyrrhenian	20kmE474N152	DO_mg	5.919778		IT	3	mg/l	ar_mean	-	4	0.675701014463718	2
Type III-W Tyrrhenian	20kmE476N152	DO_mg	6.6877492		IT	3	mg/l	ar_mean	-	4	0.598108553472669	2
Type II-A Adriatic	20kmE476N210	DO_mg	6.939579756		IT	3	mg/l	ar_mean	-	4	0.576403779572038	2
Type III-W Adriatic	20kmE476N212	DO_mg	6.769666128		IT	3	mg/l	ar_mean	-	4	0.590871089410984	2
Type III-W Tyrrhenian	20kmE478N152	DO_mg	8.0636976		IT	3	mg/l	ar_mean	-	4	0.496050347919793	1
Type II-A Adriatic	20kmE480N210	DO_mg	7.6397135		IT	3	mg/l	ar_mean	-	4	0.523579843668221	2
Type II-A Adriatic	20kmE482N210	DO_mg	6.579593256		IT	3	mg/l	ar_mean	-	4	0.607940315513023	2
Type III-W Adriatic	20kmE486N202	DO_mg	6.769666128		IT	3	mg/l	ar_mean	-	4	0.590871089410984	2
Type III-W Adriatic	20kmE486N204	DO_mg	6.729667628		IT	3	mg/l	ar_mean	-	4	0.594382994987342	2
Type III-W Adriatic	20kmE488N202	DO_mg	6.779585756		IT	3	mg/l	ar_mean	-	4	0.590006549656808	2
Type III-W Adriatic	20kmE490N194	DO_mg	6.659590256		IT	3	mg/l	ar_mean	-	4	0.600637553698769	2
Type II-A Adriatic	20kmE490N202	DO_mg	6.569673628		IT	3	mg/l	ar_mean	-	4	0.608858251793813	2
Type III-W Adriatic	20kmE492N194	DO_mg	7.339564756		IT	3	mg/l	ar_mean	-	4	0.544991444721576	2
Type III-W Adriatic	20kmE492N196	DO_mg	6.369681128		IT	3	mg/l	ar_mean	-	4	0.627974920505314	2
Type III-W Adriatic	20kmE492N202	DO_mg	6.699588756		IT	3	mg/l	ar_mean	-	4	0.597051572220413	2
Type III-W Adriatic	20kmE494N194	DO_mg	6.749506884		IT	3	mg/l	ar_mean	-	4	0.592635887146389	2
Type III-W Adriatic	20kmE494N200	DO_mg	6.289684128		IT	3	mg/l	ar_mean	-	4	0.635961984512555	2
Type III-W Adriatic	20kmE496N194	DO_mg	6.819584256		IT	3	mg/l	ar_mean	-	4	0.586546019499755	2
Type III-W Adriatic	20kmE496N198	DO_mg	6.479757		IT	3	mg/l	ar_mean	-	4	0.61730709963352	2
Type III-W Adriatic	20kmE498N194	DO_mg	8.609597128		IT	3	mg/l	ar_mean	-	4	0.46459781340886	1
Type III-W Adriatic	20kmE498N198	DO_mg	5.949536884		IT	3	mg/l	ar_mean	-	4	0.672321237432302	2
Type III-W Adriatic	20kmE500N190	DO_mg	6.9197405		IT	3	mg/l	ar_mean	-	4	0.578056359194395	2
Type III-W Adriatic	20kmE500N192	DO_mg	8.109455884		IT	3	mg/l	ar_mean	-	4	0.493251342286974	1
Type III-W Adriatic	20kmE500N196	DO_mg	6.529675128		IT	3	mg/l	ar_mean	-	4	0.612587903929177	2
Type III-W Adriatic	20kmE500N198	DO_mg	6.339602256		IT	3	mg/l	ar_mean	-	4	0.630954409831354	2
Type III-W Adriatic	20kmE502N188	DO_mg	8.589437884		IT	3	mg/l	ar_mean	-	4	0.465688215459479	1
Type III-W Adriatic	20kmE502N194	DO_mg	9.169576128		IT	3	mg/l	ar_mean	-	4	0.436225180331476	1
Type III-W Adriatic	20kmE502N196	DO_mg	7.259567756		IT	3	mg/l	ar_mean	-	4	0.550996992444077	2
Type III-W Adriatic	20kmE504N190	DO_mg	8.319688		IT	3	mg/l	ar_mean	-	4	0.480787260291492	1
Type III-W Adriatic	20kmE504N194	DO_mg	8.319688		IT	3	mg/l	ar_mean	-	4	0.480787260291492	1
