ID	Category	SAUID	IndicatorID	SAU	SpatialAssessmentUnit	Indicator	Unit	IndType	Bad	Threshold	Reference	Status
264	Benthic	215	214	EST-001	EST-001	Secchi Depth	m	1	0	3.6	4.8	3
265	Benthic	217	214	EST-003	EST-003	Secchi Depth	m	1	0	4.5	6	4.800000191
266	Benthic	218	214	EST-004	EST-004	Secchi Depth	m	1	0	4.5	6	5.599999905
267	Benthic	219	214	EST-005	EST-005	Secchi Depth	m	1	0	4.5	6	4.119999886
268	Benthic	220	214	EST-006	EST-006	Secchi Depth	m	1	0	4.5	6	4.900000095
269	Benthic	221	214	EST-007	EST-007	Secchi Depth	m	1	0	6.5	8.3	4.900000095
270	Benthic	222	214	EST-008	EST-008	Secchi Depth	m	1	0	4.9	6.5	1.899999976
271	Benthic	224	214	EST-010	EST-010	Secchi Depth	m	1	0	6.5	8.3	5.5
272	Benthic	225	214	EST-011	EST-011	Secchi Depth	m	1	0	6.5	8.3	5.900000095
273	Benthic	226	214	EST-012	EST-012	Secchi Depth	m	1	0	4.2	5.5	3.099999905
274	Benthic	227	214	EST-013	EST-013	Secchi Depth	m	1	0	3.2	4.2	1.340000033
275	Benthic	100	214	FIN-001	FIN-001	Secchi Depth	ER	1	0	4.5	9	1.45
276	Benthic	101	214	FIN-002	FIN-002	Secchi Depth	ER	1	0	7.3	9	3.47
277	Benthic	102	214	FIN-003	FIN-003	Secchi Depth	ER	1	0	4.5	9	1.7
278	Benthic	103	214	FIN-004	FIN-004	Secchi Depth	ER	1	0	5.5	9	3.7
279	Benthic	104	214	FIN-005	FIN-005	Secchi Depth	ER	1	0	5.8	9	2.4
280	Benthic	105	214	FIN-006	FIN-006	Secchi Depth	ER	1	0	3.6	9	1.5
281	Benthic	106	214	FIN-007	FIN-007	Secchi Depth	ER	1	0	5.9	9	3.7
282	Benthic	107	214	FIN-008	FIN-008	Secchi Depth	ER	1	0	5.3	9	2.1
283	Benthic	108	214	FIN-009	FIN-009	Secchi Depth	ER	1	0	6.5	9	3.8
284	Benthic	109	214	FIN-010	FIN-010	Secchi Depth	ER	1	0	3.8	9	2.13
285	Benthic	110	214	FIN-011	FIN-011	Secchi Depth	ER	1	0	5.2	9	3.4
286	Benthic	158	214	LAT-001	LAT-001	Secchi Depth	m	1	0	4.5	7	3.799999952
287	Benthic	159	214	LAT-002	LAT-002	Secchi Depth	m	1	0	4.5	7	4.5
288	Benthic	160	214	LAT-003	LAT-003	Secchi Depth	m	1	0	4	6	2.900000095
289	Benthic	161	214	LAT-004	LAT-004	Secchi Depth	m	1	0	4	6	3.099999905
290	Benthic	162	214	LAT-005	LAT-005	Secchi Depth	m	1	0	3	5	2.599999905
291	Benthic	173	214	POL-005	POL-005	Secchi Depth	m	1	0	4.5	7.5	4.199999809
292	Benthic	174	214	POL-006	POL-006	Secchi Depth	m	1	0	4.5	7.5	5
293	Benthic	175	214	POL-007	POL-007	Secchi Depth	m	1	0	4.5	7.5	1.899999976
294	Benthic	176	214	POL-008	POL-008	Secchi Depth	m	1	0	3	5	1.899999976
295	Benthic	177	214	POL-009	POL-009	Secchi Depth	m	1	0	3.75	6.25	1.600000024
296	Benthic	178	214	POL-010	POL-010	Secchi Depth	m	1	0	5.6	9.4	4.599999905
297	Benthic	179	214	POL-011	POL-011	Secchi Depth	m	1	0	3.5	5.9	4.800000191
298	Benthic	180	214	POL-012	POL-012	Secchi Depth	m	1	0	5.6	9.4	2.400000095
299	Benthic	181	214	POL-013	POL-013	Secchi Depth	m	1	0	5.6	9.4	3.5
300	Benthic	182	214	POL-014	POL-014	Secchi Depth	m	1	0	5.6	9.4	4.099999905
301	Benthic	183	214	POL-015	POL-015	Secchi Depth	m	1	0	5.6	9.4	4.400000095
302	Benthic	184	214	POL-016	POL-016	Secchi Depth	m	1	0	5.6	9.4	3.599999905
303	Benthic	185	214	POL-017	POL-017	Secchi Depth	m	1	0	5.6	9.4	4.199999809
304	Benthic	186	214	POL-018	POL-018	Secchi Depth	m	1	0	3.8	6.2	2.099999905
305	Benthic	187	214	POL-019	POL-019	Secchi Depth	m	1	0	5.6	9.4	3.599999905
306	Benthic	170	214	POL-002	POL-002	Secchi depth	m	1	0	1.9	3.1	1.100000024
307	Benthic	171	214	POL-003	POL-003	Secchi depth	m	1	0	0.75	1.25	0.600000024
308	Benthic	172	214	POL-004	POL-004	Secchi depth	m	1	0	3.4	5.6	3.799999952
309	Benthic	191	214	SWE-001	SWE-001	Secchi Depth	EQR	1	0	0.69	1	0.630769231
310	Benthic	192	214	SWE-003	SWE-003	Secchi Depth	EQR	1	0	0.76	1	0.662
311	Benthic	193	214	SWE-004	SWE-004	Secchi Depth	EQR	1	0	0.76	1	0.655
312	Benthic	194	214	SWE-005	SWE-005	Secchi Depth	EQR	1	0	0.75	1	0.6
313	Benthic	195	214	SWE-006	SWE-006	Secchi Depth	EQR	1	0	0.7	1	0.563181818
314	Benthic	196	214	SWE-007	SWE-007	Secchi Depth	EQR	1	0	0.7	1	0.676071429
315	Benthic	197	214	SWE-008	SWE-008	Secchi Depth	EQR	1	0	0.7	1	0.602727273
316	Benthic	198	214	SWE-009	SWE-009	Secchi Depth	EQR	1	0	0.7	1	0.492857143
317	Benthic	199	214	SWE-010	SWE-010	Secchi Depth	EQR	1	0	0.7	1	0.55
318	Benthic	200	214	SWE-011	SWE-011	Secchi Depth	EQR	1	0	0.7	1	0.519247312
319	Benthic	201	214	SWE-012	SWE-012	Secchi Depth	EQR	1	0	0.7	1	0.471186441
320	Benthic	202	214	SWE-013	SWE-013	Secchi Depth	EQR	1	0	0.7	1	0.277777778
321	Benthic	203	214	SWE-014	SWE-014	Secchi Depth	EQR	1	0	0.7	1	0.525
322	Benthic	204	214	SWE-015	SWE-015	Secchi Depth	EQR	1	0	0.7	1	0.559772727
323	Benthic	205	214	SWE-016	SWE-016	Secchi Depth	EQR	1	0	0.7	1	0.561764706
324	Benthic	206	214	SWE-017	SWE-017	Secchi Depth	EQR	1	0	0.7	1	0.560454545
325	Benthic	207	214	SWE-018	SWE-018	Secchi Depth	EQR	1	0	0.44	1	0.639512195
326	Benthic	208	214	SWE-019	SWE-019	Secchi Depth	EQR	1	0	0.44	1	0.5765
327	Benthic	209	214	SWE-020	SWE-020	Secchi Depth	EQR	1	0	0.44	1	0.560333333
328	Benthic	210	214	SWE-021	SWE-021	Secchi Depth	EQR	1	0	0.44	1	0.555
329	Benthic	211	214	SWE-022	SWE-022	Secchi Depth	EQR	1	0	0.44	1	0.737987805
330	Benthic	212	214	SWE-023	SWE-023	Secchi Depth	EQR	1	0	0.44	1	0.723
331	Benthic	213	214	SWE-024	SWE-024	Secchi Depth	EQR	1	0	0.7	1	0.572631579
332	Benthic	214	214	SWE-025	SWE-025	Secchi Depth	EQR	1	0	0.67	1	0.56
333	Benthic	159	214	LIT-002	LIT-002	Secchi Depth	m	1	0	5	7.2	3.59
334	Benthic	160	214	LIT-003	LIT-003	Secchi Depth	m	1	0	5	7.2	2.90
335	Benthic	111	214	FIN-012	FIN-012	Secchi Depth	m	1	0	3.7	5.3	1.6
336	Benthic	112	214	FIN-013	FIN-013	Secchi Depth	m	1	0	5.3	7.5	3.3
337	Benthic	113	214	FIN-014	FIN-014	Secchi Depth	m	1	0	6.3	9	4.5
338	Benthic	170	212	POL-002	POL-002	Oxygen	mg/l	1	0	4.2	7.8	5.199999809
339	Benthic	171	212	POL-003	POL-003	Oxygen	mg/l	1	0	4.2	7.8	5
340	Benthic	172	212	POL-004	POL-004	Oxygen	mg/l	1	0	4.2	7.8	5
341	Benthic	173	212	POL-005	POL-005	Oxygen	mg/l	1	0	4.2	7.8	5.900000095
342	Benthic	174	212	POL-006	POL-006	Oxygen	mg/l	1	0	4.2	7.8	7.300000191
343	Benthic	175	212	POL-007	POL-007	Oxygen	mg/l	1	0	4.2	7.8	7.400000095
344	Benthic	176	212	POL-008	POL-008	Oxygen	mg/l	1	0	4.2	7.8	6.5
345	Benthic	177	212	POL-009	POL-009	Oxygen	mg/l	1	0	4.2	7.8	6.599999905
346	Benthic	178	212	POL-010	POL-010	Oxygen	mg/l	1	0	4.2	8.199999809	8.199999809
347	Benthic	179	212	POL-011	POL-011	Oxygen	mg/l	1	0	4.2	7.900000095	7.900000095
348	Benthic	180	212	POL-012	POL-012	Oxygen	mg/l	1	0	4.2	7.8	7.300000191
349	Benthic	181	212	POL-013	POL-013	Oxygen	mg/l	1	0	4.2	7.8	6.300000191
350	Benthic	182	212	POL-014	POL-014	Oxygen	mg/l	1	0	4.2	8.100000381	8.100000381
351	Benthic	183	212	POL-015	POL-015	Oxygen	mg/l	1	0	4.2	8.399999619	8.399999619
352	Benthic	184	212	POL-016	POL-016	Oxygen	mg/l	1	0	4.2	8.800000191	8.800000191
353	Benthic	185	212	POL-017	POL-017	Oxygen	mg/l	1	0	4.2	8.199999809	8.199999809
354	Benthic	186	212	POL-018	POL-018	Oxygen	mg/l	1	0	4.2	7.8	7
355	Benthic	187	212	POL-019	POL-019	Oxygen	mg/l	1	0	4.2	7.8	6.400000095
356	Benthic	191	212	SWE-001	SWE-001	Oxygen	ml/l	1	0	0.6	3.5	0.923076923
357	Benthic	192	212	SWE-003	SWE-003	Oxygen	ml/l	1	0	0.6	3.5	0.96
358	Benthic	193	212	SWE-004	SWE-004	Oxygen	ml/l	1	0	0.6	3.5	0.738
359	Benthic	194	212	SWE-005	SWE-005	Oxygen	ml/l	1	0	0.6	3.5	0.815
360	Benthic	195	212	SWE-006	SWE-006	Oxygen	ml/l	1	0	0.6	3.5	1
361	Benthic	196	212	SWE-007	SWE-007	Oxygen	ml/l	1	0	0.6	3.5	1
362	Benthic	197	212	SWE-008	SWE-008	Oxygen	ml/l	1	0	0.6	3.5	1
363	Benthic	198	212	SWE-009	SWE-009	Oxygen	ml/l	1	0	0.6	3.5	0.988888889
364	Benthic	199	212	SWE-010	SWE-010	Oxygen	ml/l	1	0	0.6	3.5	0.58333333
365	Benthic	200	212	SWE-011	SWE-011	Oxygen	ml/l	1	0	0.6	3.5	1
366	Benthic	201	212	SWE-012	SWE-012	Oxygen	ml/l	1	0	0.6	3.5	0.9028813
367	Benthic	202	212	SWE-013	SWE-013	Oxygen	ml/l	1	0	0.6	3.5	0.805
368	Benthic	203	212	SWE-014	SWE-014	Oxygen	ml/l	1	0	0.6	3.5	0.4716667
369	Benthic	205	212	SWE-016	SWE-016	Oxygen	ml/l	1	0	0.6	3.5	0.98
370	Benthic	206	212	SWE-017	SWE-017	Oxygen	ml/l	1	0	0.6	3.5	1
371	Benthic	207	212	SWE-018	SWE-018	Oxygen	ml/l	1	0	0.6	3.5	0.995348837
372	Benthic	208	212	SWE-019	SWE-019	Oxygen	ml/l	1	0	0.6	3.5	1
373	Benthic	209	212	SWE-020	SWE-020	Oxygen	ml/l	1	0	0.6	3.5	1
374	Benthic	210	212	SWE-021	SWE-021	Oxygen	ml/l	1	0	0.6	3.5	1
375	Benthic	211	212	SWE-022	SWE-022	Oxygen	ml/l	1	0	0.6	3.5	0.992941176
376	Benthic	212	212	SWE-023	SWE-023	Oxygen	ml/l	1	0	0.6	3.5	1
377	Benthic	214	212	SWE-025	SWE-025	Oxygen	ml/l	1	0	0.6	3.5	0.7225
378	Benthic	232	272	DEN-001	DEN-001	DKI	EQR	1	0	0.68	1	0.68
379	Benthic	233	272	DEN-002	DEN-002	DKI	EQR	1	0	0.68	1	0.68
380	Benthic	236	272	DEN-005	DEN-005	DKI	EQR	1	0	0.68	1	0.71
381	Benthic	237	272	DEN-006	DEN-006	DKI	EQR	1	0	0.68	1	0.65
382	Benthic	239	272	DEN-008	DEN-008	DKI	EQR	1	0	0.68	1	0.52
383	Benthic	242	272	DEN-011	DEN-011	DKI	EQR	1	0	0.68	1	0.80
384	Benthic	243	272	DEN-012	DEN-012	DKI	EQR	1	0	0.68	1	0.63
385	Benthic	245	272	DEN-014	DEN-014	DKI	EQR	1	0	0.68	1	0.69
386	Benthic	248	272	DEN-017	DEN-017	DKI	EQR	1	0	0.68	1	0.78
387	Benthic	252	272	DEN-021	DEN-021	DKI	EQR	1	0	0.68	1	0.76
388	Benthic	253	272	DEN-022	DEN-022	DKI	EQR	1	0	0.68	1	0.84
389	Benthic	254	272	DEN-023	DEN-023	DKI	EQR	1	0	0.68	1	0.83
390	Benthic	258	272	DEN-027	DEN-027	DKI	EQR	1	0	0.68	1	0.62
391	Benthic	279	272	DEN-048	DEN-048	DKI	EQR	1	0	0.68	1	0.67
392	Benthic	280	272	DEN-049	DEN-049	DKI	EQR	1	0	0.68	1	0.73
393	Benthic	282	272	DEN-051	DEN-051	DKI	EQR	1	0	0.72	1	0.64
394	Benthic	283	272	DEN-052	DEN-052	DKI	EQR	1	0	0.68	1	0.64
395	Benthic	284	272	DEN-053	DEN-053	DKI	EQR	1	0	0.68	1	0.64
396	Benthic	286	272	DEN-055	DEN-055	DKI	EQR	1	0	0.68	1	0.76
397	Benthic	291	272	DEN-060	DEN-060	DKI	EQR	1	0	0.68	1	0.22
398	Benthic	297	272	DEN-066	DEN-066	DKI	EQR	1	0	0.68	1	0.42
399	Benthic	299	272	DEN-068	DEN-068	DKI	EQR	1	0	0.68	1	0.52
400	Benthic	300	272	DEN-069	DEN-069	DKI	EQR	1	0	0.68	1	0.55
401	Benthic	303	272	DEN-072	DEN-072	DKI	EQR	1	0	0.68	1	0.59
402	Benthic	305	272	DEN-074	DEN-074	DKI	EQR	1	0	0.68	1	0.64
403	Benthic	306	272	DEN-075	DEN-075	DKI	EQR	1	0	0.68	1	0.64
404	Benthic	307	272	DEN-076	DEN-076	DKI	EQR	1	0	0.68	1	0.61
405	Benthic	308	272	DEN-077	DEN-077	DKI	EQR	1	0	0.68	1	0.75
406	Benthic	310	272	DEN-079	DEN-079	DKI	EQR	1	0	0.68	1	0.60
407	Benthic	311	272	DEN-080	DEN-080	DKI	EQR	1	0	0.68	1	0.73
408	Benthic	312	272	DEN-081	DEN-081	DKI	EQR	1	0	0.68	1	0.18
409	Benthic	315	272	DEN-084	DEN-084	DKI	EQR	1	0	0.68	1	0.67
410	Benthic	316	272	DEN-085	DEN-085	DKI	EQR	1	0	0.68	1	0.67
411	Benthic	317	272	DEN-086	DEN-086	DKI	EQR	1	0	0.68	1	0.49
412	Benthic	318	272	DEN-087	DEN-087	DKI	EQR	1	0	0.68	1	0.58
413	Benthic	320	272	DEN-089	DEN-089	DKI	EQR	1	0	0.68	1	0.47
414	Benthic	321	272	DEN-090	DEN-090	DKI	EQR	1	0	0.68	1	0.57
415	Benthic	323	272	DEN-092	DEN-092	DKI	EQR	1	0	0.68	1	0.82
416	Benthic	324	272	DEN-093	DEN-093	DKI	EQR	1	0	0.68	1	0.81
417	Benthic	325	272	DEN-094	DEN-094	DKI	EQR	1	0	0.68	1	0.79
418	Benthic	326	272	DEN-095	DEN-095	DKI	EQR	1	0	0.68	1	0.63
419	Benthic	327	272	DEN-096	DEN-096	DKI	EQR	1	0	0.72	1	0.56
420	Benthic	328	272	DEN-097	DEN-097	DKI	EQR	1	0	0.68	1	0.76
421	Benthic	332	272	DEN-101	DEN-101	DKI	EQR	1	0	0.68	1	0.80
422	Benthic	334	272	DEN-103	DEN-103	DKI	EQR	1	0	0.72	1	0.54
423	Benthic	335	272	DEN-104	DEN-104	DKI	EQR	1	0	0.72	1	0.63
424	Benthic	337	272	DEN-106	DEN-106	DKI	EQR	1	0	0.68	1	0.63
425	Benthic	339	272	DEN-108	DEN-108	DKI	EQR	1	0	0.68	1	0.62
426	Macrophytes	232	204	DEN-001	DEN-001	EELGRASS	m	1	0	4.1	5.6	4.2
427	Macrophytes	233	204	DEN-002	DEN-002	EELGRASS	m	1	0	3	4	2.4
428	Macrophytes	234	204	DEN-003	DEN-003	EELGRASS	m	1	0	9	12.2	5.8
429	Macrophytes	236	204	DEN-005	DEN-005	EELGRASS	m	1	0	4.144	5.6	1.8
430	Macrophytes	238	204	DEN-007	DEN-007	EELGRASS	m	1	0	4.144	5.6	1.1
431	Macrophytes	239	204	DEN-008	DEN-008	EELGRASS	m	1	0	5.5	7.4	5.6
432	Macrophytes	240	204	DEN-009	DEN-009	EELGRASS	m	1	0	4.1	5.6	3.7
433	Macrophytes	241	204	DEN-010	DEN-010	EELGRASS	m	1	0	4.1	5.6	3.0
434	Macrophytes	242	204	DEN-011	DEN-011	EELGRASS	m	1	0	9	12.2	5.9
435	Macrophytes	243	204	DEN-012	DEN-012	EELGRASS	m	1	0	7.3	9.8	3.6
436	Macrophytes	244	204	DEN-013	DEN-013	EELGRASS	m	1	0	6.8	9.2	6.7
437	Macrophytes	245	204	DEN-014	DEN-014	EELGRASS	m	1	0	4.292	5.8	1.3
438	Macrophytes	246	204	DEN-015	DEN-015	EELGRASS	m	1	0	4.144	5.6	0.9
439	Macrophytes	247	204	DEN-016	DEN-016	EELGRASS	m	1	0	4.1	5.6	4.9
440	Macrophytes	248	204	DEN-017	DEN-017	EELGRASS	m	1	0	4	5.4	3.7
441	Macrophytes	250	204	DEN-019	DEN-019	EELGRASS	m	1	0	7	9.4	5.9
442	Macrophytes	252	204	DEN-021	DEN-021	EELGRASS	m	1	0	8.1	10.9	5.7
443	Macrophytes	253	204	DEN-022	DEN-022	EELGRASS	m	1	0	4.1	5.6	3.1
444	Macrophytes	254	204	DEN-023	DEN-023	EELGRASS	m	1	0	4.1	5.6	4.1
445	Macrophytes	259	204	DEN-028	DEN-028	EELGRASS	m	1	0	5.6	7.5	4.4
446	Macrophytes	260	204	DEN-029	DEN-029	EELGRASS	m	1	0	5.1	6.9	3.5
447	Macrophytes	261	204	DEN-030	DEN-030	EELGRASS	m	1	0	6.2	8.4	6.1
448	Macrophytes	263	204	DEN-032	DEN-032	EELGRASS	m	1	0	4.1	5.6	1.4
449	Macrophytes	268	204	DEN-037	DEN-037	EELGRASS	m	1	0	6.1	8.3	6.1
450	Macrophytes	273	204	DEN-042	DEN-042	EELGRASS	m	1	0	5.6	7.5	2.3
451	Macrophytes	278	204	DEN-047	DEN-047	EELGRASS	m	1	0	3.6	4.8	2.2
452	Macrophytes	279	204	DEN-048	DEN-048	EELGRASS	m	1	0	6.2	8.4	3.8
453	Macrophytes	280	204	DEN-049	DEN-049	EELGRASS	m	1	0	5.6	7.5	5.4
454	Macrophytes	281	204	DEN-050	DEN-050	EELGRASS	m	1	0	5	6.8	3.7
455	Macrophytes	282	204	DEN-051	DEN-051	EELGRASS	m	1	0	8.1	10.9	6.0
456	Macrophytes	283	204	DEN-052	DEN-052	EELGRASS	m	1	0	4.2	5.6	2.9
457	Macrophytes	284	204	DEN-053	DEN-053	EELGRASS	m	1	0	4.2	5.6	2.2
458	Macrophytes	285	204	DEN-054	DEN-054	EELGRASS	m	1	0	8.1	10.9	6.5
459	Macrophytes	286	204	DEN-055	DEN-055	EELGRASS	m	1	0	9	12.2	5.1
460	Macrophytes	287	204	DEN-056	DEN-056	EELGRASS	m	1	0	8.9	12	2.5
461	Macrophytes	288	204	DEN-057	DEN-057	EELGRASS	m	1	0	8.9	12	4.0
462	Macrophytes	290	204	DEN-059	DEN-059	EELGRASS	m	1	0	4.4	5.9	2.7
463	Macrophytes	291	204	DEN-060	DEN-060	EELGRASS	m	1	0	4.1	5.6	1.3
464	Macrophytes	293	204	DEN-062	DEN-062	EELGRASS	m	1	0	4.144	5.6	0.5
465	Macrophytes	295	204	DEN-064	DEN-064	EELGRASS	m	1	0	6.8	9.2	3.7
466	Macrophytes	296	204	DEN-065	DEN-065	EELGRASS	m	1	0	7.5	10.1	2.0
467	Macrophytes	297	204	DEN-066	DEN-066	EELGRASS	m	1	0	9.6	13	5.6
468	Macrophytes	298	204	DEN-067	DEN-067	EELGRASS	m	1	0	8.4	11.4	2.4
469	Macrophytes	299	204	DEN-068	DEN-068	EELGRASS	m	1	0	6.1	8.3	2.3
470	Macrophytes	300	204	DEN-069	DEN-069	EELGRASS	m	1	0	4.1	5.6	1.6
471	Macrophytes	301	204	DEN-070	DEN-070	EELGRASS	m	1	0	7.3	9.8	2.1
472	Macrophytes	302	204	DEN-071	DEN-071	EELGRASS	m	1	0	8.5	11.5	3.0
473	Macrophytes	303	204	DEN-072	DEN-072	EELGRASS	m	1	0	6.4	8.6	2.1
474	Macrophytes	306	204	DEN-075	DEN-075	EELGRASS	m	1	0	4.292	5.8	0.5
475	Macrophytes	307	204	DEN-076	DEN-076	EELGRASS	m	1	0	9	12.2	4.7
476	Macrophytes	310	204	DEN-079	DEN-079	EELGRASS	m	1	0	7.3	9.8	6.0
477	Macrophytes	312	204	DEN-081	DEN-081	EELGRASS	m	1	0	7	9.4	3.3
478	Macrophytes	313	204	DEN-082	DEN-082	EELGRASS	m	1	0	7	9.4	2.7
479	Macrophytes	315	204	DEN-084	DEN-084	EELGRASS	m	1	0	7	9.5	4.8
480	Macrophytes	316	204	DEN-085	DEN-085	EELGRASS	m	1	0	9	12.2	5.6
481	Macrophytes	317	204	DEN-086	DEN-086	EELGRASS	m	1	0	4.1	5.5	2.7
482	Macrophytes	318	204	DEN-087	DEN-087	EELGRASS	m	1	0	4.1	5.5	1.8
483	Macrophytes	319	204	DEN-088	DEN-088	EELGRASS	m	1	0	4.1	5.5	0.2
484	Macrophytes	320	204	DEN-089	DEN-089	EELGRASS	m	1	0	3.1	4.2	0.8
485	Macrophytes	321	204	DEN-090	DEN-090	EELGRASS	m	1	0	3.6	4.8	0.8
486	Macrophytes	322	204	DEN-091	DEN-091	EELGRASS	m	1	0	5.1	6.9	3.6
487	Macrophytes	324	204	DEN-093	DEN-093	EELGRASS	m	1	0	8.1	10.9	6.6
488	Macrophytes	327	204	DEN-096	DEN-096	EELGRASS	m	1	0	8.1	10.9	6.7
489	Macrophytes	328	204	DEN-097	DEN-097	EELGRASS	m	1	0	4.4	5.9	4.0
490	Macrophytes	330	204	DEN-099	DEN-099	EELGRASS	m	1	0	4.1	5.6	4.6
491	Macrophytes	331	204	DEN-100	DEN-100	EELGRASS	m	1	0	6.1	8.3	5.9
492	Macrophytes	332	204	DEN-101	DEN-101	EELGRASS	m	1	0	5.6	7.5	4.8
493	Macrophytes	334	204	DEN-103	DEN-103	EELGRASS	m	1	0	8.1	10.9	3.2
494	Macrophytes	335	204	DEN-104	DEN-104	EELGRASS	m	1	0	8.1	10.9	3.4
495	Macrophytes	336	204	DEN-105	DEN-105	EELGRASS	m	1	0	9	12.2	4.0
496	Macrophytes	337	204	DEN-106	DEN-106	EELGRASS	m	1	0	9	12.2	2.4
497	Macrophytes	338	204	DEN-107	DEN-107	EELGRASS	m	1	0	9	12.2	3.7
498	Macrophytes	339	204	DEN-108	DEN-108	EELGRASS	m	1	0	9	12.2	4.6
499	Benthic	169	272	POL-001	POL-001	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.17
500	Benthic	170	272	POL-002	POL-002	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.07
501	Benthic	171	272	POL-003	POL-003	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	1.1
502	Benthic	172	272	POL-004	POL-004	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.46
503	Benthic	173	272	POL-005	POL-005	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.8
504	Benthic	174	272	POL-006	POL-006	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.93
505	Benthic	175	272	POL-007	POL-007	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.34
506	Benthic	176	272	POL-008	POL-008	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.56
507	Benthic	177	272	POL-009	POL-009	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.38
508	Benthic	178	272	POL-010	POL-010	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	3.56
509	Benthic	179	272	POL-011	POL-011	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.35
510	Benthic	180	272	POL-012	POL-012	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.12
511	Benthic	181	272	POL-013	POL-013	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	1.74
512	Benthic	182	272	POL-014	POL-014	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.65
513	Benthic	183	272	POL-015	POL-015	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.77
514	Benthic	184	272	POL-016	POL-016	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	3.29
515	Benthic	185	272	POL-017	POL-017	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	3.25
516	Benthic	186	272	POL-018	POL-018	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	2.27
517	Benthic	187	272	POL-019	POL-019	Zoobenthos Quality element (B)	index	1	0	3.18	4.26	1.83
518	Macrophytes	172	204	POL-004	POL-004	Macrovegetation Quality element (SM1)		1	0	0.8	1	0.49
519	Macrophytes	173	204	POL-005	POL-005	Macrovegetation Quality element (SM1)		1	0	0.8	1	0.72
520	Macrophytes	183	204	POL-015	POL-015	Macrovegetation Quality element (SM1)		1	0	0.8	1	0.83
522	Zooplankton	30	130	Northern Baltic Proper	Northern Baltic Proper	Zooplankton mean size		1	2	5.1	13	4.2
523	Zooplankton	30	131	Northern Baltic Proper	Northern Baltic Proper	Zooplankton biomass		1	92	220	587	179
524	Zooplankton	31	130	Gulf of Finland	Gulf of Finland	Zooplankton mean size		1	2	8.6	13	6.5
525	Zooplankton	31	131	Gulf of Finland	Gulf of Finland	Zooplankton biomass		1	92	125	587	197
526	Zooplankton	32	130	Åland Sea	Åland Sea	Zooplankton mean size		1	2	10.3	13	8.1
527	Zooplankton	32	131	Åland Sea	Åland Sea	Zooplankton biomass		1	40	55	587	47
528	Zooplankton	33	130	Bothnian Sea	Bothnian Sea	Zooplankton mean size		1	2	8.4	80.7	23.9
529	Zooplankton	33	131	Bothnian Sea	Bothnian Sea	Zooplankton biomass		1	20	84	554	164
530	Zooplankton	35	130	Bothnian Bay	Bothnian Bay	Zooplankton mean size		1	15	23.7	80.7	30.7
531	Zooplankton	35	131	Bothnian Bay	Bothnian Bay	Zooplankton biomass		1	103	161	554	166
532	Phytoplankton	19	176	Kattegat	Kattegat	Chlorophyll a		1	2.50	1.5	0.99	0.99
533	Phytoplankton	20	176	Kattegat	Great Belt	Chlorophyll a		1	3.50	1.7	0.55	2.14
534	Phytoplankton	22	176	Kattegat	Kiel Bay	Chlorophyll a		1	2.79	2	1.03	2.31
535	Phytoplankton	23	176	Kattegat	Bay of Mecklenburg	Chlorophyll a		1	3.44	1.8	1.20	2.29
536	Phytoplankton	24	176	Kattegat	Arkona Basin	Chlorophyll a		1	2.80	1.8	1.20	2.61
537	Phytoplankton	25	176	Kattegat	Bornholm Basin	Chlorophyll a		1	7.00	1.8	1.20	4.98
538	Phytoplankton	26	176	Gdansk Basin Polish Coastal waters	Gulf of Gdansk	Chlorophyll a		1	4.30	2.2	1.20	3.26
539	Phytoplankton	27	176	Eastern Gotland Basin	Eastern Gotland Basin	Chlorophyll a		1	3.80	1.9	1.20	2.74
540	Phytoplankton	28	176	Western Gotland Basin	Western Gotland Basin	Chlorophyll a		1	3.80	1.2	1.00	2.35
541	Phytoplankton	29	176	Gulf of Riga	Gulf of Riga	Chlorophyll a		1	7.00	2.7	1.80	4.17
542	Phytoplankton	30	176	Northern Baltic Proper	Northern Baltic Proper	Chlorophyll a		1	4.49	1.65	1.10	3.49
543	Phytoplankton	31	176	Gulf of Finland	Gulf of Finland	Chlorophyll a		1	6.00	2	1.20	4.65
544	Phytoplankton	32	176	Åland Sea	Åland Sea	Chlorophyll a		1	3.50	1.5	1.05	2.59
545	Phytoplankton	33	176	Bothnian Sea	Bothnian Sea	Chlorophyll a		1	3.50	1.5	1.00	2.34
