Country	ID	GRIDCODE	AREA	Category	Parameter	Obs	Threshold	Response	weight	ER
HELCOM	EST-006	20kmE506N408	4445976.764568	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE506N408	4445976.764568	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE506N408	4445976.764568	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE506N408	4445976.764568	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE506N408	4445976.764568	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE506N408	4445976.764568	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE508N408	200892087.11347	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE508N408	200892087.11347	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE508N408	200892087.11347	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE508N408	200892087.11347	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE508N408	200892087.11347	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE510N408	55310818.165877	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE510N408	55310818.165877	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE510N408	55310818.165877	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE510N408	55310818.165877	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE510N408	55310818.165877	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE512N408	435709.263393	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE512N408	435709.263393	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE512N408	435709.263393	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE512N408	435709.263393	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE512N408	435709.263393	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE512N408	435709.263393	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE512N408	435709.263393	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE512N408	435709.263393	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE512N408	435709.263393	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE512N408	435709.263393	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE512N408	435709.263393	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE508N410	41162589.250408	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE508N410	41162589.250408	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE508N410	41162589.250408	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE508N410	41162589.250408	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE508N410	41162589.250408	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE510N410	185985468.716553	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE510N410	185985468.716553	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE510N410	185985468.716553	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE510N410	185985468.716553	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE510N410	185985468.716553	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE512N410	86401398.203205	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE512N410	86401398.203205	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE512N410	86401398.203205	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE512N410	86401398.203205	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE512N410	86401398.203205	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE510N412	1005598.278645	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE510N412	1005598.278645	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE510N412	1005598.278645	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE510N412	1005598.278645	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE510N412	1005598.278645	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-006	20kmE512N412	62424802.947755	1	Total Nitrogen, Summer	19.67000008	22.8	+	1	0.862719301754386
HELCOM	EST-006	20kmE512N412	62424802.947755	1	Total Phosphorus, Summer	0.800000012	0.72	+	1	1.11111112777778
HELCOM	EST-006	20kmE512N412	62424802.947755	2	Chlorophyll a, Summer	3.980000019	2.7	+	1	1.47407408111111
HELCOM	EST-006	20kmE512N412	62424802.947755	2	Phytoplankton biovolume, Summer	0.850000024	0.42	+	1	2.02380958095238
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Secchi Depth, Summer	3.559999943	4.5	-	1	1.26404496405915
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Benthic macroflora depth distribution, Summer	9.149999619	7.5	-	1	0.819672165278152
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Fucus vesiculosus depth distribution, Summer	2.5	3.5	-	1	1.4
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Proportion of perennial species, Summer	53.5	77.4	-	1	1.44672897196262
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Zoobenthos Quality element	0.449999988	0.5	-	1	1.11111114074074
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Large inverterbrates FDI, Summer	0.668500006	0.5	-	1	0.747943149607092
HELCOM	EST-006	20kmE512N412	62424802.947755	3	Large inverterbrates KPI, Summer	0.72299999	0.5	-	1	0.691562941792018
HELCOM	EST-007	20kmE500N404	45473099.187154	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE500N404	45473099.187154	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE500N404	45473099.187154	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE500N404	45473099.187154	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE500N404	45473099.187154	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE502N404	204822714.584619	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE502N404	204822714.584619	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE502N404	204822714.584619	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE502N404	204822714.584619	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE502N404	204822714.584619	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE504N404	70304161.112855	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE504N404	70304161.112855	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE504N404	70304161.112855	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE504N404	70304161.112855	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE504N404	70304161.112855	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE506N404	152102792.173847	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE506N404	152102792.173847	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE506N404	152102792.173847	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE506N404	152102792.173847	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE506N404	152102792.173847	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE502N406	20515957.827397	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE502N406	20515957.827397	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE502N406	20515957.827397	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE502N406	20515957.827397	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE502N406	20515957.827397	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE504N406	131974822.83278	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE504N406	131974822.83278	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE504N406	131974822.83278	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE504N406	131974822.83278	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE504N406	131974822.83278	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE506N406	356280871.689696	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE506N406	356280871.689696	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE506N406	356280871.689696	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE506N406	356280871.689696	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE506N406	356280871.689696	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE508N406	162562324.04175	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE508N406	162562324.04175	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE508N406	162562324.04175	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE508N406	162562324.04175	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE508N406	162562324.04175	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE506N408	134004688.262103	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE506N408	134004688.262103	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE506N408	134004688.262103	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE506N408	134004688.262103	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE506N408	134004688.262103	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-007	20kmE508N408	89340527.625867	1	Total Nitrogen, Summer	19.94000053	18.3	+	1	1.08961751530055
HELCOM	EST-007	20kmE508N408	89340527.625867	1	Total Phosphorus, Summer	0.800000012	0.42	+	1	1.90476193333333
HELCOM	EST-007	20kmE508N408	89340527.625867	2	Chlorophyll a, Summer	2.279999971	1.6	+	1	1.424999981875
HELCOM	EST-007	20kmE508N408	89340527.625867	2	Phytoplankton biovolume, Summer	0.529999971	0.44	+	1	1.20454538863636
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Secchi Depth, Summer	3.450000048	6.5	-	1	1.88405794480151
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Benthic macroflora depth distribution, Summer	10.19999981	7.5	-	1	0.735294131343714
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Fucus vesiculosus depth distribution, Summer	3.799999952	3.5	-	1	0.921052643213297
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Proportion of perennial species, Summer	73.19999695	45	-	1	0.614754123975411
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Zoobenthos Quality element	0.620000005	0.5	-	1	0.806451606399584
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Large inverterbrates FDI, Summer	0.589999974	0.5	-	1	0.847457664464236
HELCOM	EST-007	20kmE508N408	89340527.625867	3	Large inverterbrates KPI, Summer	0.75	0.5	-	1	0.666666666666667
HELCOM	EST-008	20kmE508N404	25868966.541494	1	Total Nitrogen, Summer	35.65000153	21	+	1	1.69761912047619
HELCOM	EST-008	20kmE508N404	25868966.541494	1	Total Phosphorus, Summer	1.570000052	0.3	+	1	5.23333350666667
HELCOM	EST-008	20kmE508N404	25868966.541494	2	Chlorophyll a, Summer	7.039999962	2.4	+	1	2.9333333175
HELCOM	EST-008	20kmE508N404	25868966.541494	2	Phytoplankton biovolume, Summer	0.379999995	0.15	+	1	2.5333333
HELCOM	EST-008	20kmE508N404	25868966.541494	3	Secchi Depth, Summer	1.700000048	4.9	-	1	2.88235285979239
HELCOM	EST-008	20kmE508N404	25868966.541494	3	Fucus vesiculosus depth distribution, Summer	3.007999897	3.5	-	1	1.16356386963001
HELCOM	EST-008	20kmE508N404	25868966.541494	3	Proportion of perennial species, Summer	34.26599884	35	-	1	1.02142068478515
HELCOM	EST-008	20kmE508N404	25868966.541494	3	Zoobenthos Quality element	0.496015996	0.5	-	1	1.0080320070968
HELCOM	EST-008	20kmE508N404	25868966.541494	3	Large inverterbrates FDI, Summer	0.720795989	0.5	-	1	0.693677555966533
HELCOM	EST-008	20kmE508N404	25868966.541494	3	Large inverterbrates KPI, Summer	0.581668019	0.5	-	1	0.859596855367082
HELCOM	EST-008	20kmE510N404	124325.754005	1	Total Nitrogen, Summer	35.65000153	21	+	1	1.69761912047619
HELCOM	EST-008	20kmE510N404	124325.754005	1	Total Phosphorus, Summer	1.570000052	0.3	+	1	5.23333350666667
HELCOM	EST-008	20kmE510N404	124325.754005	2	Chlorophyll a, Summer	7.039999962	2.4	+	1	2.9333333175
